stopId,stopName,lat,lon,bus,tram,subway,stopPositionFlag,x,y
765640009,null,48.2583875,10.9853513,true,false,false,false,4424767.5,5347213.5
765640011,null,48.2607879,10.9809253,true,false,false,false,4424442.5,5347484.5
765640014,null,48.2502267,10.985736,true,false,false,false,4424784.0,5346305.5
765640015,null,48.2608135,10.980827,true,false,false,false,4424435.5,5347487.5
765640017,null,48.2633822,10.9846974,true,false,false,false,4424726.5,5347769.5
765640019,null,48.2742842,10.991583,true,false,false,false,4425253.5,5348975.0
765640020,null,48.2630385,10.9848636,true,false,false,false,4424738.5,5347731.0
765640021,null,48.2657436,10.9759957,true,false,false,false,4424084.0,5348040.5
765640022,null,48.2742139,10.990572,true,false,false,false,4425178.5,5348968.0
765640024,null,48.2445828,10.9875442,true,false,false,false,4424910.0,5345676.5
765645430,null,48.5986212,10.8282711,true,false,false,false,4413683.0,5385212.0
765645432,null,48.5975613,10.828952,true,false,false,false,4413731.5,5385093.5
765645433,null,48.593039,10.8370756,true,false,false,false,4414323.0,5384581.5
765658198,null,48.5501661,10.8553448,true,false,false,false,4415599.0,5379793.5
765658199,null,48.5505011,10.8553958,true,false,false,false,4415603.5,5379831.0
765658200,null,48.5563723,10.8515125,true,false,false,false,4415326.5,5380488.0
765715974,null,48.5529817,10.8574238,true,false,false,false,4415757.5,5380104.5
765715976,null,48.5464064,10.85231,true,false,false,false,4415369.0,5379379.0
